brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,Touchscreen,msoffice,rating,Price
DELL,AMD,Ryzen 3,11,8,DDR4,256,0,Windows,0,No,No,4,39490
DELL,AMD,Ryzen 3,11,8,DDR4,256,0,Windows,0,No,No,4,36990
DELL,AMD,Ryzen 3,11,8,DDR4,256,0,Windows,0,No,No,4,39990
ASUS,AMD,Ryzen 3,11,4,DDR4,256,0,Windows,0,No,No,4,33690
DELL,AMD,Ryzen 3,11,8,DDR4,256,0,Windows,0,No,No,3,40590
ASUS,AMD,Ryzen 3,11,4,DDR4,256,0,Windows,0,No,No,4,37990
ASUS,AMD,Ryzen 3,11,4,DDR4,256,0,Windows,0,No,Yes,4,34500
acer,AMD,Ryzen 3,11,8,DDR4,512,0,Windows,0,No,No,4,36990
HP,AMD,Ryzen 3,11,8,DDR4,512,0,Windows,0,No,No,4,43490
HP,AMD,Ryzen 3,11,8,DDR4,512,0,Windows,0,No,Yes,4,41490
acer,AMD,Ryzen 3,11,4,DDR4,512,0,Windows,0,No,No,3,34990
HP,AMD,Ryzen 3,11,4,DDR4,512,0,Windows,0,No,Yes,4,44490
DELL,AMD,Ryzen 3,11,4,DDR4,512,0,Windows,0,No,No,3,40590
DELL,AMD,Ryzen 3,11,8,DDR4,512,0,Windows,0,No,No,3,42090
DELL,AMD,Ryzen 3,11,8,DDR4,0,1024,Windows,0,No,Yes,4,35990
HP,AMD,Ryzen 3,11,8,DDR4,0,1024,Windows,0,No,Yes,4,39490
DELL,AMD,Ryzen 3,11,8,DDR4,0,1024,Windows,0,No,No,4,37390
DELL,AMD,Ryzen 3,11,4,DDR4,0,1024,Windows,0,No,Yes,3,52632
DELL,AMD,Ryzen 3,11,4,DDR4,0,1024,Windows,0,No,Yes,4,39990
DELL,AMD,Ryzen 3,11,4,DDR4,0,1024,Windows,0,No,No,3,43990
HP,AMD,Ryzen 3,11,4,DDR4,0,1024,Windows,0,No,No,4,32917
Lenovo,AMD,Ryzen 3,11,4,DDR4,0,1024,Windows,0,No,No,3,34990
DELL,AMD,Ryzen 3,11,8,DDR4,0,1024,Windows,0,No,No,3,39990
HP,AMD,Ryzen 3,11,8,DDR4,256,1024,Windows,0,No,Yes,4,41999
DELL,AMD,Ryzen 5,11,8,DDR4,256,0,Windows,0,No,Yes,4,41990
DELL,AMD,Ryzen 5,11,8,DDR4,256,0,Windows,0,No,No,4,44490
DELL,AMD,Ryzen 5,11,8,DDR4,256,0,Windows,0,No,Yes,4,41990
DELL,AMD,Ryzen 5,11,8,DDR4,256,0,Windows,0,No,Yes,4,44490
MSI,AMD,Ryzen 5,11,4,DDR4,256,0,Windows,0,No,No,3,49990
DELL,AMD,Ryzen 5,11,4,DDR4,256,0,Windows,0,No,No,4,44390
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,No,4,57990
Lenovo,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,Yes,4,56990
Lenovo,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,No,4,48990
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,Yes,4,49970
MSI,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,No,4,47990
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,Yes,4,48990
acer,AMD,Ryzen 5,11,8,LPDDR4X,512,0,Windows,0,No,No,4,53990
Lenovo,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,Yes,4,52990
acer,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,No,3,43990
Lenovo,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,No,4,59490
MSI,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,No,4,64990
DELL,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,No,2,47490
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,No,4,59990
Lenovo,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,No,4,69990
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,No,4,58990
DELL,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,No,4,59490
HP,AMD,Ryzen 5,11,16,DDR4,512,0,Windows,0,No,Yes,4,67500
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,No,4,48990
ASUS,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,Yes,Yes,4,62450
ASUS,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,No,4,58990
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,Yes,4,57999
ASUS,AMD,Ryzen 5,11,16,DDR4,512,0,Windows,0,No,No,4,56990
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,Yes,4,72990
HP,AMD,Ryzen 5,11,16,DDR4,512,0,Windows,0,No,Yes,4,65990
HP,AMD,Ryzen 5,11,16,DDR4,512,0,Windows,0,Yes,Yes,3,98020
HP,AMD,Ryzen 5,11,16,DDR4,512,0,Windows,2,No,Yes,4,63990
ASUS,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,Yes,4,49890
DELL,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,Yes,4,49990
DELL,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,Yes,3,59490
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,Yes,Yes,4,73999
DELL,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,Yes,4,60990
DELL,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,6,No,No,4,76190
Lenovo,AMD,Ryzen 5,11,4,LPDDR4X,512,0,Windows,0,Yes,Yes,3,74798
ASUS,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,4,58990
HP,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,4,No,No,3,68100
Lenovo,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,Yes,Yes,3,77990
HP,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,Yes,4,55090
ASUS,AMD,Ryzen 5,11,4,LPDDR4X,512,0,Windows,0,Yes,No,3,91990
HP,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,Yes,3,84208
acer,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,4,44990
HP,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,Yes,4,53490
Lenovo,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,4,No,No,3,76498
DELL,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,4,No,No,3,98920
MSI,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,4,54990
acer,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,4,49990
HP,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,3,52380
acer,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,4,49990
HP,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,Yes,4,52500
ASUS,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,Yes,4,49990
acer,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,3,75999
ASUS,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,3,80990
Lenovo,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,No,3,59900
HP,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,No,Yes,4,54590
DELL,AMD,Ryzen 5,11,4,DDR4,512,0,Windows,0,Yes,Yes,3,75500
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,0,No,Yes,4,51890
ASUS,AMD,Ryzen 5,11,16,DDR4,512,0,Windows,0,No,No,2,78000
HP,AMD,Ryzen 5,11,16,DDR4,512,0,Windows,0,No,Yes,4,59999
HP,AMD,Ryzen 5,11,8,DDR4,512,0,Windows,4,No,Yes,3,64990
DELL,AMD,Ryzen 5,11,4,DDR4,1024,0,Windows,0,No,No,4,57900
Lenovo,AMD,Ryzen 5,11,4,LPDDR4X,1024,0,Windows,0,Yes,Yes,3,81978
HP,AMD,Ryzen 5,11,4,DDR4,0,1024,Windows,4,No,No,4,59990
DELL,AMD,Ryzen 5,11,8,DDR4,256,1024,Windows,0,No,No,4,49490
ASUS,AMD,Ryzen 5,11,8,DDR4,256,1024,Windows,0,No,No,4,54990
Lenovo,AMD,Ryzen 5,11,8,DDR4,256,1024,Windows,4,No,No,4,68500
ASUS,AMD,Ryzen 5,11,8,DDR4,256,1024,Windows,0,No,No,4,54990
ASUS,AMD,Ryzen 5,11,8,DDR4,256,1024,Windows,0,No,Yes,4,54990
Lenovo,AMD,Ryzen 5,11,8,DDR4,256,1024,Windows,0,No,Yes,4,63990
HP,AMD,Ryzen 5,11,4,DDR4,256,1024,Windows,4,No,No,4,80000
DELL,AMD,Ryzen 5,11,4,DDR4,256,1024,Windows,0,No,No,3,51990
ASUS,AMD,Ryzen 5,11,4,DDR4,256,1024,Windows,0,No,Yes,4,62990
HP,AMD,Ryzen 5,11,4,DDR4,256,1024,Windows,0,No,No,4,52990
ASUS,AMD,Ryzen 5,11,4,DDR4,256,1024,Windows,0,No,Yes,3,75100
ASUS,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,4,No,No,4,76990
ASUS,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,4,No,No,3,79990
ASUS,AMD,Ryzen 7,11,8,DDR4,512,0,Windows,4,No,No,4,71990
ASUS,AMD,Ryzen 7,11,8,DDR4,512,0,Windows,4,No,No,4,71990
Lenovo,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,4,No,Yes,4,99990
ASUS,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,0,No,No,3,79990
DELL,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,4,No,No,3,93990
ASUS,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,4,No,No,4,82990
ASUS,AMD,Ryzen 7,11,4,DDR5,512,0,Windows,4,No,No,3,106990
ASUS,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,No,4,92990
Lenovo,Intel,Ryzen 7,11,4,DDR4,512,0,Windows,4,No,Yes,3,81490
ASUS,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,Yes,3,56990
MSI,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,No,3,64990
Lenovo,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,Yes,4,60990
Lenovo,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,4,No,Yes,3,84988
HP,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,4,No,No,4,90990
ASUS,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,No,4,63990
Lenovo,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,Yes,4,63990
HP,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,Yes,4,57999
ASUS,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,4,No,No,3,72400
Lenovo,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,Yes,No,4,78990
acer,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,No,3,59990
ASUS,AMD,Ryzen 7,11,4,DDR5,512,0,Windows,4,No,No,3,111990
HP,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,Yes,No,3,109000
DELL,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,6,No,No,4,89990
Lenovo,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,Yes,Yes,3,78988
Lenovo,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,4,No,No,3,73138
Lenovo,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,4,No,No,3,106990
ASUS,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,4,No,No,3,79990
DELL,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,Yes,Yes,3,89570
HP,AMD,Ryzen 7,11,4,DDR4,512,0,Windows,0,No,Yes,4,68500
Lenovo,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,0,No,No,3,73400
HP,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,2,No,Yes,3,79990
HP,AMD,Ryzen 7,11,16,DDR4,512,0,Windows,4,No,Yes,2,84990
MSI,AMD,Ryzen 7,11,16,DDR4,1024,0,Windows,8,No,No,4,99990
ASUS,AMD,Ryzen 7,11,8,LPDDR4X,1024,0,Windows,4,No,No,4,72990
HP,AMD,Ryzen 7,11,16,DDR4,1024,0,Windows,0,Yes,Yes,3,92990
HP,AMD,Ryzen 7,11,16,DDR4,1024,0,Windows,0,No,Yes,3,84190
ASUS,AMD,Ryzen 7,11,16,LPDDR4X,1024,0,Windows,0,Yes,No,3,112990
ASUS,AMD,Ryzen 7,11,4,DDR5,1024,0,Windows,4,No,No,3,114990
acer,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,4,No,No,3,99990
ASUS,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,4,No,No,4,95990
HP,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,8,No,No,4,159990
ASUS,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,0,No,Yes,3,76990
Lenovo,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,6,No,Yes,3,130990
ASUS,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,0,No,No,3,99990
ASUS,AMD,Ryzen 7,11,4,DDR5,1024,0,Windows,4,No,No,3,112990
Lenovo,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,0,No,Yes,3,77988
ASUS,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,0,No,Yes,5,76000
ASUS,AMD,Ryzen 7,11,4,LPDDR4X,1024,0,Windows,4,Yes,No,4,99990
ASUS,AMD,Ryzen 7,11,4,DDR4,1024,0,Windows,0,No,No,3,111000
ASUS,AMD,Ryzen 7,11,16,LPDDR4X,1024,0,Windows,0,No,Yes,3,84970
HP,AMD,Ryzen 7,11,16,DDR4,256,1024,Windows,4,No,Yes,4,75990
acer,AMD,Ryzen 7,11,16,DDR4,256,1024,Windows,6,No,No,4,89990
acer,AMD,Ryzen 7,11,16,DDR4,256,1024,Windows,4,No,No,4,81990
Lenovo,AMD,Ryzen 7,11,4,DDR4,512,1024,Windows,0,No,No,3,80490
ASUS,AMD,Ryzen 9,11,16,DDR4,1024,0,Windows,6,No,No,3,135990
ASUS,AMD,Ryzen 9,11,16,DDR4,1024,0,Windows,0,No,No,4,154990
ASUS,AMD,Ryzen 9,11,16,DDR4,1024,0,Windows,8,No,Yes,4,199990
ASUS,AMD,Ryzen 9,11,16,DDR4,1024,0,Windows,4,No,No,4,114990
ASUS,AMD,Ryzen 9,11,16,DDR4,1024,0,Windows,6,No,Yes,4,129990
ASUS,AMD,Ryzen 9,11,16,LPDDR4X,1024,0,Windows,4,Yes,Yes,4,114990
MSI,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,0,No,No,3,146990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,0,No,No,4,104990
ASUS,AMD,Ryzen 9,11,4,LPDDR4X,1024,0,Windows,4,Yes,No,4,114990
ASUS,AMD,Ryzen 9,11,4,LPDDR4X,1024,0,Windows,4,Yes,Yes,5,124990
ASUS,AMD,Ryzen 9,11,4,LPDDR4X,1024,0,Windows,0,Yes,No,3,134990
HP,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,8,No,Yes,3,141990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,0,No,No,3,129990
ASUS,AMD,Ryzen 9,11,4,LPDDR4X,1024,0,Windows,4,Yes,Yes,4,142990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,0,No,No,3,121990
ASUS,AMD,Ryzen 9,11,4,LPDDR4X,1024,0,Windows,4,Yes,Yes,4,124990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,6,No,No,4,141990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,4,No,No,3,162990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,0,No,No,3,130500
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,4,No,No,3,116990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,6,No,No,3,138990
ASUS,AMD,Ryzen 9,11,4,LPDDR4X,1024,0,Windows,4,Yes,Yes,3,234990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,0,No,No,3,135990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,0,No,No,3,144990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,4,No,No,3,149990
ASUS,AMD,Ryzen 9,11,4,DDR4,1024,0,Windows,4,No,No,3,142990
Lenovo,AMD,Ryzen 5,10,8,DDR4,512,0,DOS,0,No,No,4,57490
