brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,Touchscreen,msoffice,rating,Price
HP,Intel,Core i5,10,8,DDR4,512,0,Windows,4,No,Yes,4,106490
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,2,No,Yes,4,70990
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,Yes,4,64990
acer,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,No,3,57990
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,4,No,No,4,64990
MSI,Intel,Core i5,10,8,DDR4,512,0,Windows,0,No,No,4,54990
HP,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,Yes,No,3,111999
Lenovo,Intel,Core i5,10,8,LPDDR4X,512,0,Windows,2,No,Yes,4,70798
Lenovo,Intel,Core i5,9,8,DDR4,512,0,Windows,4,No,No,3,59990
acer,Intel,Core i5,8,8,DDR4,512,0,Windows,4,No,No,3,99500
HP,Intel,Core i5,10,8,DDR4,512,0,Windows,0,No,Yes,4,55990
ASUS,Intel,Core i5,8,8,LPDDR3,512,0,Windows,0,No,No,4,72990
acer,Intel,Core i5,8,8,DDR3,512,0,Windows,0,No,No,3,64990
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,No,3,57990
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,2,Yes,Yes,4,76990
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,Yes,4,62998
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,0,Yes,Yes,4,77990
HP,Intel,Core i5,10,8,DDR4,512,0,Windows,0,Yes,Yes,4,114990
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,2,No,Yes,3,65990
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,No,Yes,3,88990
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,0,No,No,3,113590
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,Yes,Yes,4,73990
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,Yes,4,61000
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,Yes,No,4,99990
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,Yes,4,67990
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,0,Yes,Yes,4,70799
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,Yes,4,65990
ASUS,Intel,Core i5,8,8,DDR4,512,0,Windows,0,No,No,4,53690
MSI,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,No,3,55990
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,Yes,4,53190
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,2,No,Yes,4,58999
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,No,No,3,71990
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,4,No,No,3,82000
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,No,No,3,84990
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,2,No,No,3,89998
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,Yes,No,3,99990
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,No,No,3,84990
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,4,No,No,4,69899
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,4,No,No,3,79990
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,4,No,No,4,76300
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,0,No,Yes,3,55999
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,No,3,72900
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,0,Yes,Yes,4,73990
ASUS,Intel,Core i5,11,8,LPDDR4,512,0,Windows,0,No,No,3,84990
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,No,No,3,73519
HP,Intel,Core i5,10,8,DDR4,512,0,Windows,0,Yes,No,5,126000
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,6,No,No,3,88990
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,0,Yes,Yes,3,114999
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,Yes,Yes,4,82990
acer,Intel,Core i5,11,8,DDR4,512,0,Windows,0,Yes,No,3,109999
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,0,Yes,Yes,3,82990
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,Yes,Yes,4,79990
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,Yes,No,3,114990
HP,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,Yes,No,3,129999
MSI,Intel,Core i5,8,8,DDR5,512,0,Windows,6,No,No,4,149990
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,No,No,3,71290
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,0,No,Yes,4,79500
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,2,No,Yes,3,82990
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,No,Yes,4,70980
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,Yes,No,3,99990
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,No,3,94000
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,Yes,No,4,82990
MSI,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,0,No,No,4,79990
ASUS,Intel,Core i5,8,8,DDR4,512,0,Windows,0,No,No,3,85990
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,2,No,No,3,86990
ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,2,No,Yes,5,105990
ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,0,No,No,3,84990
Lenovo,Intel,Core i5,8,8,DDR4,512,0,Windows,2,No,Yes,4,59999
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,0,No,Yes,4,91999
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,0,Yes,Yes,3,78900
ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,0,No,No,3,132790
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,4,No,No,3,60990
Avita,Intel,Core i5,7,8,DDR4,512,0,Windows,0,No,No,3,65556
DELL,Intel,Core i5,11,16,DDR4,512,0,Windows,0,No,No,3,70190
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,2,Yes,No,3,79590
Avita,Intel,Core i5,7,8,DDR4,512,0,Windows,0,No,No,3,65556
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,4,No,No,3,76990
Avita,Intel,Core i5,7,8,DDR4,512,0,Windows,0,No,No,3,65556
Avita,Intel,Core i5,8,8,DDR4,512,0,Windows,0,No,No,3,44990
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,0,Yes,Yes,3,84990
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,2,Yes,Yes,4,86999
HP,Intel,Core i5,11,16,DDR4,512,0,Windows,2,No,No,4,78000
Avita,Intel,Core i5,8,8,DDR4,512,0,Windows,0,No,No,3,73063
Avita,Intel,Core i5,8,8,DDR4,512,0,Windows,0,No,No,3,73063
HP,Intel,Core i5,11,16,DDR4,512,0,Windows,4,No,Yes,3,100990
Lenovo,Intel,Core i5,8,8,DDR4,512,0,Windows,0,No,Yes,3,74990
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,4,No,No,4,75990
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,2,No,Yes,3,84086
ASUS,Intel,Core i5,11,8,DDR4,1024,0,Windows,4,No,No,4,75990
ASUS,Intel,Core i5,11,8,DDR4,1024,0,Windows,4,No,Yes,4,77990
ASUS,Intel,Core i5,10,8,DDR4,1024,0,Windows,4,No,No,4,77990
APPLE,Intel,Core i5,10,16,LPDDR4X,1024,0,Mac,0,No,No,4,179990
APPLE,Intel,Core i5,10,16,LPDDR4X,1024,0,Mac,0,No,No,4,179990
ASUS,Intel,Core i5,10,8,DDR4,1024,0,Windows,4,No,No,4,82990
ASUS,Intel,Core i5,11,8,DDR4,1024,0,Windows,4,No,No,3,87990
ASUS,Intel,Core i5,11,8,DDR4,1024,0,Windows,4,No,No,4,84500
DELL,Intel,Core i5,11,8,LPDDR4X,1024,0,Windows,0,No,No,4,74190
Lenovo,Intel,Core i5,11,8,DDR4,1024,0,Windows,0,No,Yes,3,64990
Lenovo,Intel,Core i5,10,8,DDR4,512,512,Windows,0,Yes,No,3,155411
Lenovo,Intel,Core i5,10,8,DDR4,512,512,Windows,0,Yes,No,3,125394
acer,Intel,Core i5,11,8,DDR4,0,1024,Windows,0,No,No,3,49990
acer,Intel,Core i5,11,8,DDR4,0,1024,Windows,0,No,No,3,46990
DELL,Intel,Core i5,11,8,DDR4,0,1024,Windows,0,No,Yes,3,48990
acer,Intel,Core i5,8,8,DDR4,0,1024,Windows,2,No,Yes,4,59999
ASUS,Intel,Core i5,10,8,DDR4,0,1024,Windows,0,No,No,4,46990
MSI,Intel,Core i5,10,8,DDR4,0,1024,Windows,4,No,No,4,52990
Lenovo,Intel,Core i5,7,8,DDR4,0,1024,Windows,2,No,No,3,57999
Lenovo,Intel,Core i5,4,8,DDR3,0,1024,Windows,0,No,No,3,52490
Lenovo,Intel,Core i5,8,8,DDR4,0,1024,Windows,4,No,No,4,56990
acer,Intel,Core i5,8,8,DDR4,0,1024,Windows,2,No,No,4,61990
DELL,Intel,Core i5,11,8,DDR4,0,1024,Windows,0,No,No,3,58090
ASUS,Intel,Core i5,10,8,DDR4,0,1024,Windows,0,No,No,3,56990
acer,Intel,Core i5,8,8,DDR4,0,1024,Windows,0,No,No,3,61597
ASUS,Intel,Core i5,8,8,DDR4,0,1024,Windows,0,No,No,3,81990
ASUS,Intel,Core i5,10,8,DDR4,0,1024,Windows,0,No,No,3,61249
DELL,Intel,Core i5,11,8,DDR4,0,1024,Windows,0,No,No,3,58990
ASUS,Intel,Core i5,10,8,DDR4,0,1024,Windows,2,No,No,3,83990
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,6,No,No,4,291190
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,6,No,No,4,145990
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,8,No,No,4,179990
HP,Intel,Core i5,8,8,DDR4,0,1024,Windows,2,No,Yes,4,64990
HP,Intel,Core i5,8,8,DDR4,0,1024,Windows,0,No,No,4,46790
HP,Intel,Core i5,7,4,DDR4,0,1024,Windows,0,No,No,4,44599
acer,Intel,Core i5,8,8,DDR4,0,1024,Windows,2,No,No,4,72964
HP,Intel,Core i5,10,8,DDR4,0,1024,Windows,0,No,Yes,3,48790
acer,Intel,Core i5,10,8,DDR4,0,1024,Windows,2,No,No,3,56491
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,Yes,4,50990
ASUS,Intel,Core i5,10,8,DDR4,256,1024,Windows,4,No,No,4,55990
acer,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,No,4,57990
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,No,3,52990
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,No,4,57990
acer,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,No,4,56990
acer,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,No,3,55490
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,2,No,No,3,62490
ASUS,Intel,Core i5,11,16,DDR4,256,1024,Windows,0,No,No,4,64990
Lenovo,Intel,Core i5,11,8,DDR4,256,1024,Windows,2,No,Yes,4,59990
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,2,No,Yes,4,60190
ASUS,Intel,Core i5,9,8,DDR4,256,1024,Windows,4,No,No,4,54490
Lenovo,Intel,Core i5,9,8,DDR4,256,1024,Windows,4,No,Yes,4,60990
DELL,Intel,Core i5,11,4,DDR4,256,1024,Windows,0,No,Yes,4,55790
ASUS,Intel,Core i5,11,16,DDR4,256,1024,Windows,0,No,Yes,4,64990
ASUS,Intel,Core i5,11,16,DDR4,256,1024,Windows,0,No,No,4,58990
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,Yes,3,54990
HP,Intel,Core i5,11,8,DDR4,256,1024,Windows,4,No,Yes,4,71990
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,2,No,No,3,69900
Lenovo,Intel,Core i5,11,8,DDR4,256,1024,Windows,2,No,Yes,4,65990
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,No,3,49990
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,Yes,4,58990
Lenovo,Intel,Core i5,10,8,DDR4,256,1024,Windows,4,No,No,4,74590
ASUS,Intel,Core i5,10,8,DDR4,256,1024,Windows,2,No,No,5,58990
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,No,3,64990
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,2,No,No,3,66490
DELL,Intel,Core i5,10,8,DDR4,256,1024,Windows,4,No,No,4,77900
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,2,No,No,3,67490
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,Yes,3,61990
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,Yes,4,58990
Lenovo,Intel,Core i5,10,8,DDR4,256,1024,Windows,4,No,No,4,74999
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,0,No,Yes,5,68900
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,2,No,No,4,71695
acer,Intel,Core i5,11,16,DDR4,256,1024,Windows,0,No,No,3,62490
DELL,Intel,Core i5,8,8,DDR4,0,2048,Windows,2,No,Yes,4,62317
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,8,No,No,3,207290
DELL,Intel,Core i7,8,16,DDR4,256,0,Windows,4,No,Yes,4,87990
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,0,No,No,3,73990
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,0,No,No,3,73990
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,0,No,No,3,73990
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,0,No,No,3,73990
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,0,No,No,3,73990
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,0,No,No,3,73990
ASUS,Intel,Core i7,10,16,DDR4,512,0,Windows,0,No,No,4,57990
ASUS,Intel,Core i7,10,8,DDR4,512,0,Windows,4,No,No,4,61990
MSI,Intel,Core i7,10,16,DDR4,512,0,Windows,4,No,No,4,79990
Lenovo,Intel,Core i7,10,8,DDR4,512,0,Windows,4,No,Yes,4,68990
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,0,Yes,Yes,4,85990
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,Yes,4,99990
ASUS,Intel,Core i7,11,8,DDR4,512,0,Windows,0,No,Yes,4,77990
Lenovo,Intel,Core i7,11,8,DDR4,512,0,Windows,4,No,No,4,79990
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,Yes,5,93190
ASUS,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,0,No,Yes,3,94990
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,0,Yes,Yes,4,84990
MSI,Intel,Core i7,10,8,DDR4,512,0,Windows,0,No,No,4,57990
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,0,Yes,Yes,4,102990
DELL,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,No,3,99990
ASUS,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,No,4,94990
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,0,Yes,Yes,3,104000
MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,2,No,No,3,76990
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,Yes,4,90190
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,0,Yes,No,3,88488
MSI,Intel,Core i7,10,16,DDR4,512,0,Windows,4,No,No,4,109990
MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,No,3,86990
MSI,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,0,No,No,3,89990
HP,Intel,Core i7,10,16,LPDDR3,512,0,Windows,0,Yes,Yes,3,239759
ASUS,Intel,Core i7,11,16,DDR4,512,0,Windows,2,No,Yes,4,78990
DELL,Intel,Core i7,8,16,DDR3,512,0,Windows,0,No,Yes,1,121890
ASUS,Intel,Core i7,8,16,LPDDR3,512,0,Windows,0,No,No,4,85990
MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,No,3,94990
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,Yes,4,92000
HP,Intel,Core i7,10,16,DDR4,512,0,Windows,0,Yes,No,3,162990
DELL,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,0,No,Yes,5,135300
MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,0,No,No,4,64990
Lenovo,Intel,Core i7,10,16,DDR4,512,0,Windows,0,No,No,3,174527
Lenovo,Intel,Core i7,10,16,DDR4,512,0,Windows,0,No,No,3,162299
DELL,Intel,Core i7,10,16,DDR4,512,0,Windows,0,Yes,Yes,3,109190
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,0,Yes,Yes,3,99999
MSI,Intel,Core i7,10,16,DDR4,512,0,Windows,2,No,No,4,104990
ASUS,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,0,Yes,No,3,109990
ASUS,Intel,Core i7,8,16,DDR3,512,0,Windows,0,No,No,4,99990
Lenovo,Intel,Core i7,8,16,DDR4,512,0,Windows,2,No,No,3,244801
ASUS,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,0,No,No,3,94990
Lenovo,Intel,Core i7,8,16,DDR4,512,0,Windows,0,No,Yes,3,86000
Lenovo,Intel,Core i7,10,16,DDR4,512,0,Windows,2,No,No,3,162399
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,0,No,No,3,119599
Lenovo,Intel,Core i7,10,16,LPDDR3,512,0,Windows,0,No,No,3,211753
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,0,No,No,3,110999
DELL,Intel,Core i7,11,16,DDR4,512,0,Windows,4,No,No,3,99990
ASUS,Intel,Core i7,8,8,LPDDR3,512,0,Windows,0,No,No,4,81990
MSI,Intel,Core i7,9,8,DDR4,512,0,Windows,4,No,No,4,66990
MSI,Intel,Core i7,10,16,DDR4,1024,0,Windows,6,No,No,4,84990
ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,2,Yes,Yes,3,104990
ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,0,Yes,No,3,134990
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,4,No,No,4,98990
HP,Intel,Core i7,10,16,DDR4,1024,0,Windows,6,No,Yes,4,144690
ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,0,No,No,3,99990
MSI,Intel,Core i7,11,16,DDR4,1024,0,Windows,6,No,No,4,119990
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,4,No,No,3,194990
ASUS,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,2,No,Yes,4,124990
DELL,Intel,Core i7,11,16,DDR4,1024,0,Windows,2,No,No,3,122410
HP,Intel,Core i7,10,16,DDR4,1024,0,Windows,0,Yes,No,4,179990
MSI,Intel,Core i7,11,16,DDR4,1024,0,Windows,4,Yes,No,4,154990
Lenovo,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,0,No,Yes,3,122990
ASUS,Intel,Core i7,10,16,DDR4,1024,0,Windows,6,Yes,No,4,224990
MSI,Intel,Core i7,12,16,DDR5,1024,0,Windows,8,No,No,3,279990
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,4,No,No,3,121990
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,4,No,No,3,116990
Lenovo,Intel,Core i7,11,16,DDR4,1024,0,Windows,6,No,No,4,151098
MSI,Intel,Core i7,11,16,DDR4,1024,0,Windows,8,No,No,4,129990
HP,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,0,Yes,No,3,149999
MSI,Intel,Core i7,12,16,DDR4,1024,0,Windows,6,No,No,4,139990
acer,Intel,Core i7,11,16,DDR4,1024,0,Windows,6,No,No,4,129990
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,8,No,Yes,3,171990
DELL,Intel,Core i7,11,16,DDR4,1024,0,Windows,2,No,Yes,4,93955
ASUS,Intel,Core i7,10,16,DDR4,1024,0,Windows,8,No,No,3,234990
HP,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,0,Yes,Yes,3,128500
Lenovo,Intel,Core i7,11,16,DDR4,1024,0,Windows,0,Yes,Yes,4,102990
ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,0,Yes,No,4,119990
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,6,No,No,3,120980
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,6,No,No,4,157249
Lenovo,Intel,Core i7,9,16,DDR4,1024,0,Windows,4,No,No,3,229900
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,6,No,No,3,131500
ASUS,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,0,No,No,5,154990
ASUS,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,0,No,No,3,165990
Lenovo,Intel,Core i7,10,16,LPDDR4X,1024,0,Windows,0,No,No,2,119990
ASUS,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,0,No,No,3,167990
HP,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,0,Yes,No,3,165000
Avita,Intel,Core i7,10,16,DDR4,1024,0,Windows,0,No,No,3,62990
Lenovo,Intel,Core i7,11,16,LPDDR4,1024,0,Windows,0,No,Yes,3,85990
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,2,No,Yes,3,94990
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,6,No,Yes,3,136990
Lenovo,Intel,Core i7,10,16,DDR4,1024,0,Windows,8,No,Yes,3,234990
acer,Intel,Core i7,10,16,DDR4,2048,0,Windows,8,No,No,3,159990
ASUS,Intel,Core i7,10,16,LPDDR3,2048,0,Windows,0,No,No,3,233990
ASUS,Intel,Core i7,10,16,DDR4,0,1024,Windows,2,No,No,3,93990
HP,Intel,Core i7,8,16,DDR4,128,1024,Windows,4,No,No,3,116941
MSI,Intel,Core i7,10,8,DDR4,256,1024,Windows,4,No,No,4,63990
ASUS,Intel,Core i7,10,16,DDR4,256,1024,Windows,4,No,No,4,66990
ASUS,Intel,Core i7,11,16,DDR4,256,1024,Windows,0,No,No,3,82500
acer,Intel,Core i7,10,16,DDR4,256,1024,Windows,6,No,No,4,119990
MSI,Intel,Core i7,10,16,DDR4,256,1024,Windows,4,No,No,3,159990
ASUS,Intel,Core i7,8,16,DDR4,256,1024,Windows,0,No,No,3,98912
acer,Intel,Core i7,11,16,DDR4,512,1024,Windows,4,No,No,4,92990
acer,Intel,Core i7,11,16,DDR4,512,1024,Windows,6,No,No,4,119990
acer,Intel,Core i9,11,32,DDR4,1024,0,Windows,8,No,No,3,169990
acer,Intel,Core i9,11,16,DDR4,1024,0,Windows,6,No,No,3,139990
MSI,Intel,Core i9,11,16,DDR4,1024,0,Windows,6,No,No,3,192990
ASUS,Intel,Core i9,12,16,DDR5,1024,0,Windows,6,No,No,3,299990
ASUS,Intel,Core i9,10,16,DDR4,1024,0,Windows,6,Yes,No,4,269990
ASUS,Intel,Core i9,11,16,DDR4,1024,0,Windows,6,No,No,3,139990
Lenovo,Intel,Core i9,10,16,DDR4,1024,0,Windows,8,No,No,3,265998
ASUS,Intel,Core i9,11,16,DDR4,3072,0,Windows,6,No,No,5,441990
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,4,No,No,4,86990
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,6,No,No,4,109990
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,4,No,No,4,109590
ASUS,Intel,Core i7,10,16,LPDDR4X,0,512,DOS,6,No,No,3,146490
APPLE,M1,M1,10,8,DDR4,256,0,Mac,0,No,No,4,85990
APPLE,M1,M1,10,8,DDR4,256,0,Mac,0,No,No,4,112990
APPLE,M1,M1,10,16,DDR4,256,0,Mac,0,No,No,4,104990
APPLE,M1,M1,10,8,DDR4,256,0,Mac,0,No,No,4,112990
APPLE,M1,M1,10,16,DDR4,256,0,Mac,0,No,No,4,132990
APPLE,M1,M1,10,16,DDR4,256,0,Mac,0,No,No,4,104990
APPLE,M1,M1,10,8,DDR4,256,0,Mac,0,No,No,4,85990
APPLE,M1,M1,10,16,DDR4,512,0,Mac,0,No,No,4,149990
APPLE,M1,M1,10,8,DDR4,512,0,Mac,0,No,No,4,125990
APPLE,M1,M1,10,8,DDR4,512,0,Mac,0,No,No,4,103990
APPLE,M1,M1,10,8,DDR4,512,0,Mac,0,No,No,4,101990
APPLE,M1,M1,10,8,DDR4,512,0,Mac,0,No,No,4,104990
APPLE,M1,M1,10,8,DDR4,512,0,Mac,0,No,No,4,131990
APPLE,M1,M1,10,16,DDR4,512,0,Mac,0,No,No,4,128990
APPLE,M1,M1,10,16,DDR4,512,0,Mac,0,No,No,4,184990
APPLE,M1,M1,10,16,DDR4,512,0,Mac,0,No,No,4,225990
APPLE,M1,M1,10,4,DDR4,512,0,Mac,0,No,No,4,124990
APPLE,M1,M1,10,8,DDR4,512,0,Mac,0,No,No,4,104990
APPLE,M1,M1,10,8,DDR4,1024,0,Mac,0,No,No,4,149990
APPLE,M1,M1,10,16,DDR4,1024,0,Mac,0,No,No,4,169990
APPLE,M1,M1,10,16,DDR4,1024,0,Mac,0,No,No,4,225990
APPLE,M1,M1,10,16,DDR4,1024,0,Mac,0,No,No,4,243990
APPLE,M1,M1,10,32,DDR4,1024,0,Mac,0,No,No,5,309990
APPLE,M1,M1,10,16,DDR4,1024,0,Mac,0,No,No,4,225990
ASUS,Intel,Pentium Quad,11,4,LPDDR4X,0,512,Windows,0,No,No,3,45990
ASUS,Intel,Pentium Quad,11,4,DDR4,128,0,Windows,0,Yes,No,3,58100
ASUS,Intel,Pentium Quad,11,8,LPDDR4X,256,0,Windows,0,Yes,No,3,62990
HP,Intel,Pentium Quad,11,8,DDR4,256,0,Windows,0,No,Yes,4,32990
ASUS,Intel,Pentium Quad,11,4,DDR4,256,0,Windows,0,No,Yes,4,33990
acer,Intel,Pentium Quad,11,4,DDR4,256,0,Windows,0,No,No,4,30990
DELL,Intel,Pentium Quad,11,4,DDR4,256,0,Windows,0,No,No,4,36000
ASUS,Intel,Pentium Quad,11,4,DDR4,256,0,Windows,0,No,Yes,4,32990
DELL,Intel,Pentium Quad,11,4,DDR4,256,0,Windows,0,No,No,3,35990
ASUS,Intel,Pentium Quad,11,4,LPDDR4,0,1024,Windows,0,No,No,3,27990
ASUS,Intel,Pentium Quad,11,4,DDR4,0,1024,Windows,0,No,No,3,25990
ASUS,Intel,Pentium Quad,11,4,DDR4,0,1024,Windows,0,No,No,3,25990
ASUS,Intel,Pentium Quad,11,4,DDR4,0,1024,Windows,0,No,No,3,30780
HP,AMD,Ryzen 3,11,8,DDR4,256,0,Windows,0,No,No,4,37990
ASUS,AMD,Ryzen 3,11,8,DDR4,256,0,Windows,0,No,No,4,35990
